"Sweep - Function 1" 
"Frequency vs Frequency"
"X (Hz)","Ch-1 (Hz)"
7388.95171774679,-22.8977577371694
7615.95809619148,-21.7351131917168
7849.93865687785,-22.0659369415753
8091.1076634679,-22.0858019104522
8339.68596231894,-22.2854800281526
8595.90118471984,-21.1497376788457
8859.98795534049,-21.5837955771893
9132.18810708526,-19.0399816781839
9412.7509025473,-22.3716882343851
9701.9332622665,-20.007243702608
10000,-19.9391342864052

